La Liga
Sezon,Tarih,Ev Sahibi,Skor,Deplasman
2005-2006,21.12.2005,Real Betis       3,-,0     Alaves
2005-2006,22.12.2005,Osasuna       2,-,1     Atl. Madrid
2005-2006,07.01.2006,Ath. Bilbao       1,-,2     Deportivo
2005-2006,08.01.2006,Sevilla       3,-,1     Malaga
2005-2006,14.01.2006,Real Betis       1,-,0     Atl. Madrid
2005-2006,15.01.2006,Real Zaragoza       3,-,1     Mallorca
2005-2006,21.01.2006,Real Zaragoza       0,-,2     Atl. Madrid
2005-2006,22.01.2006,Villarreal       2,-,1     Osasuna
2005-2006,28.01.2006,Cadiz       1,-,1     R. Santander
2005-2006,29.01.2006,Valencia       2,-,2     Real Zaragoza
2005-2006,04.02.2006,Malaga       2,-,1     Ath. Bilbao
2005-2006,05.02.2006,Villarreal       1,-,1     Cadiz
2005-2006,11.02.2006,Cadiz       0,-,4     Sevilla
2005-2006,12.02.2006,Real Betis       0,-,1     Deportivo
2005-2006,18.02.2006,Villarreal       4,-,0     Espanyol
2005-2006,19.02.2006,Cadiz       1,-,3     Osasuna
2005-2006,25.02.2006,Atl. Madrid       5,-,0     Malaga
2005-2006,26.02.2006,Valencia       1,-,1     Getafe
2005-2006,04.03.2006,Villarreal       3,-,2     Alaves
2005-2006,05.03.2006,Celta Vigo       2,-,0     Osasuna
2005-2006,11.03.2006,Espanyol       2,-,0     Celta Vigo
2005-2006,12.03.2006,Real Betis       1,-,1     Malaga
2005-2006,18.03.2006,Getafe       1,-,2     Deportivo
2005-2006,19.03.2006,Sevilla       1,-,1     Mallorca
2005-2006,21.03.2006,Barcelona       3,-,1     Getafe
2005-2006,22.03.2006,Valencia       1,-,1     Villarreal
2005-2006,23.03.2006,Atl. Madrid       0,-,1     Sevilla
2005-2006,25.03.2006,Villarreal       1,-,2     Real Betis
2005-2006,26.03.2006,Sevilla       1,-,0     Valencia
2005-2006,01.04.2006,Real Zaragoza       0,-,1     Villarreal
2005-2006,02.04.2006,Valencia       5,-,3     Cadiz
2005-2006,08.04.2006,Malaga       1,-,2     Getafe
2005-2006,09.04.2006,Espanyol       1,-,1     Atl. Madrid
2005-2006,14.04.2006,Barcelona       1,-,0     Villarreal
2005-2006,15.04.2006,Mallorca       0,-,0     Alaves
2005-2006,16.04.2006,Valencia       4,-,0     Espanyol
2005-2006,22.04.2006,Villarreal       0,-,2     R. Sociedad
2005-2006,23.04.2006,Cadiz       1,-,1     Deportivo
2005-2006,29.04.2006,Real Betis       1,-,1     Ath. Bilbao
2005-2006,30.04.2006,Valencia       3,-,0     Alaves
2005-2006,03.05.2006,Villarreal       2,-,1     Malaga
2005-2006,04.05.2006,R. Santander       2,-,3     Real Madrid
2005-2006,06.05.2006,Barcelona       2,-,0     Espanyol
2005-2006,07.05.2006,Real Betis       2,-,1     Mallorca
2005-2006,13.05.2006,Sevilla       3,-,2     Barcelona
2005-2006,16.05.2006,Sevilla       4,-,3     Real Madrid
2005-2006,20.05.2006,Ath. Bilbao       3,-,1     Barcelona
2006-2007,26.08.2006,Valencia       2,-,1     Real Betis
2006-2007,27.08.2006,Deportivo       3,-,2     Real Zaragoza
2006-2007,28.08.2006,Celta Vigo       2,-,3     Barcelona
2006-2007,29.08.2006,Sevilla       4,-,0     Levante
2006-2007,09.09.2006,Barcelona       3,-,0     Osasuna
2006-2007,10.09.2006,Mallorca       0,-,0     Deportivo
2006-2007,16.09.2006,Deportivo       2,-,0     Villarreal
2006-2007,17.09.2006,Sevilla       3,-,2     Real Betis
2006-2007,23.09.2006,Real Betis       0,-,1     Real Madrid
2006-2007,24.09.2006,Atl. Madrid       2,-,1     Sevilla
2006-2007,30.09.2006,Ath. Bilbao       1,-,3     Barcelona
2006-2007,01.10.2006,Mallorca       1,-,2     Villarreal
2006-2007,14.10.2006,Getafe       1,-,0     Real Madrid
2006-2007,15.10.2006,Villarreal       0,-,0     Espanyol
2006-2007,21.10.2006,Villarreal       1,-,1     Levante
2006-2007,22.10.2006,Mallorca       0,-,0     R. Sociedad
2006-2007,28.10.2006,Barcelona       3,-,0     Huelva
2006-2007,29.10.2006,Levante       0,-,0     Espanyol
2006-2007,04.11.2006,Levante       2,-,0     R. Sociedad
2006-2007,05.11.2006,Villarreal       3,-,2     Real Betis
2006-2007,11.11.2006,Atl. Madrid       3,-,1     Villarreal
2006-2007,12.11.2006,R. Sociedad       1,-,1     Espanyol
2006-2007,18.11.2006,Real Madrid       3,-,1     R. Santander
2006-2007,19.11.2006,R. Sociedad       0,-,0     Real Betis
2006-2007,25.11.2006,Barcelona       4,-,0     Villarreal
2006-2007,26.11.2006,Real Betis       1,-,1     Espanyol
2006-2007,02.12.2006,Levante       1,-,1     Barcelona
2006-2007,03.12.2006,R. Sociedad       0,-,0     Getafe
2006-2007,09.12.2006,Barcelona       1,-,0     R. Sociedad
2006-2007,10.12.2006,Getafe       1,-,1     Real Betis
2006-2007,16.12.2006,Mallorca       1,-,2     R. Santander
2006-2007,17.12.2006,R. Sociedad       3,-,2     Gimnastic
2006-2007,19.12.2006,Valencia       3,-,1     Mallorca
2006-2007,20.12.2006,Getafe       0,-,1     Espanyol
2006-2007,21.12.2006,Barcelona       1,-,1     Atl. Madrid
2006-2007,06.01.2007,Atl. Madrid       0,-,0     Gimnastic
2006-2007,07.01.2007,Getafe       1,-,1     Barcelona
2006-2007,13.01.2007,Valencia       3,-,0     Levante
2006-2007,14.01.2007,Gimnastic       1,-,3     Getafe
2006-2007,20.01.2007,Atl. Madrid       1,-,0     Osasuna
2006-2007,21.01.2007,Getafe       1,-,0     Celta Vigo
2006-2007,24.01.2007,Real Betis       1,-,1     Barcelona
2006-2007,27.01.2007,Atl. Madrid       1,-,1     R. Santander
2006-2007,28.01.2007,Real Zaragoza       1,-,1     Deportivo
2006-2007,03.02.2007,Espanyol       1,-,2     Real Zaragoza
2006-2007,04.02.2007,Huelva       2,-,1     Villarreal
2006-2007,10.02.2007,R. Sociedad       1,-,2     Real Madrid
2006-2007,11.02.2007,Mallorca       2,-,1     Real Zaragoza
2006-2007,17.02.2007,Real Madrid       0,-,0     Real Betis
2006-2007,18.02.2007,Espanyol       3,-,1     Mallorca
2006-2007,24.02.2007,R. Sociedad       0,-,1     Deportivo
2006-2007,25.02.2007,Villarreal       2,-,1     Mallorca
2006-2007,03.03.2007,Valencia       1,-,0     Celta Vigo
2006-2007,04.03.2007,Espanyol       1,-,1     Villarreal
2006-2007,10.03.2007,Levante       0,-,2     Villarreal
2006-2007,11.03.2007,R. Sociedad       3,-,1     Mallorca
2006-2007,17.03.2007,Valencia       0,-,2     R. Santander
2006-2007,18.03.2007,Espanyol       1,-,1     Levante
2006-2007,31.03.2007,Real Betis       3,-,3     Villarreal
2006-2007,01.04.2007,Atl. Madrid       1,-,1     Mallorca
2006-2007,07.04.2007,Real Zaragoza       1,-,0     Barcelona
2006-2007,08.04.2007,Espanyol       1,-,0     R. Sociedad
2006-2007,14.04.2007,R. Santander       2,-,1     Real Madrid
2006-2007,15.04.2007,Atl. Madrid       1,-,0     Levante
2006-2007,21.04.2007,R. Sociedad       2,-,0     Atl. Madrid
2006-2007,22.04.2007,Espanyol       2,-,2     Real Betis
2006-2007,28.04.2007,Atl. Madrid       0,-,0     Real Betis
2006-2007,29.04.2007,Getafe       1,-,0     R. Sociedad
2006-2007,05.05.2007,R. Sociedad       0,-,2     Barcelona
2006-2007,06.05.2007,Real Betis       0,-,2     Getafe
2006-2007,12.05.2007,Real Madrid       4,-,3     Espanyol
2006-2007,13.05.2007,Getafe       1,-,4     Atl. Madrid
2006-2007,19.05.2007,Real Betis       1,-,1     Gimnastic
2006-2007,20.05.2007,Espanyol       1,-,5     Getafe
2006-2007,26.05.2007,Valencia       2,-,3     Villarreal
2006-2007,27.05.2007,Celta Vigo       2,-,1     Real Betis
2006-2007,09.06.2007,Barcelona       2,-,2     Espanyol
2006-2007,10.06.2007,Getafe       0,-,1     Gimnastic
2006-2007,17.06.2007,Celta Vigo       2,-,1     Getafe
2007-2008,25.08.2007,Real Madrid       2,-,1     Atl. Madrid
2007-2008,26.08.2007,Ath. Bilbao       0,-,0     Osasuna
2007-2008,01.09.2007,Real Zaragoza       1,-,1     R. Santander
2007-2008,02.09.2007,Barcelona       3,-,1     Ath. Bilbao
2007-2008,15.09.2007,Real Madrid       3,-,1     Almeria
2007-2008,16.09.2007,R. Santander       1,-,0     Levante
2007-2008,22.09.2007,Huelva       2,-,1     Espanyol
2007-2008,23.09.2007,Real Zaragoza       2,-,1     Osasuna
2007-2008,25.09.2007,Sevilla       2,-,3     Espanyol
2007-2008,26.09.2007,Osasuna       4,-,1     Levante
2007-2008,27.09.2007,Real Madrid       2,-,0     Real Betis
2007-2008,29.09.2007,Real Zaragoza       2,-,0     Sevilla
2007-2008,30.09.2007,Atl. Madrid       2,-,0     Osasuna
2007-2008,06.10.2007,Valencia       1,-,2     Espanyol
2007-2008,07.10.2007,Real Zaragoza       3,-,0     Levante
2007-2008,20.10.2007,Levante       0,-,2     Sevilla
2007-2008,21.10.2007,Almeria       2,-,0     Osasuna
2007-2008,27.10.2007,Mallorca       2,-,2     Espanyol
2007-2008,28.10.2007,Levante       0,-,1     Atl. Madrid
2007-2008,31.10.2007,Villarreal       3,-,0     Levante
2007-2008,01.11.2007,R. Valladolid       1,-,1     Barcelona
2007-2008,03.11.2007,Mallorca       0,-,2     Valencia
2007-2008,04.11.2007,Atl. Madrid       3,-,4     Villarreal
2007-2008,10.11.2007,Getafe       2,-,0     Barcelona
2007-2008,11.11.2007,Almeria       0,-,0     Atl. Madrid
2007-2008,24.11.2007,Barcelona       3,-,0     Huelva
2007-2008,25.11.2007,Villarreal       1,-,1     Almeria
2007-2008,01.12.2007,Almeria       1,-,0     Sevilla
2007-2008,02.12.2007,R. Valladolid       2,-,0     Villarreal
2007-2008,05.12.2007,Osasuna       1,-,1     Sevilla
2007-2008,08.12.2007,Osasuna       0,-,0     Valencia
2007-2008,09.12.2007,Almeria       1,-,0     R. Valladolid
2007-2008,15.12.2007,Espanyol       1,-,0     Levante
2007-2008,16.12.2007,R. Valladolid       0,-,0     Sevilla
2007-2008,22.12.2007,Almeria       0,-,2     Getafe
2007-2008,23.12.2007,R. Valladolid       0,-,0     Real Betis
2007-2008,05.01.2008,Mallorca       0,-,2     Barcelona
2007-2008,06.01.2008,Getafe       0,-,3     R. Valladolid
2007-2008,12.01.2008,Barcelona       4,-,0     Murcia
2007-2008,13.01.2008,Real Betis       3,-,2     Getafe
2007-2008,19.01.2008,Getafe       3,-,2     Sevilla
2007-2008,20.01.2008,Osasuna       2,-,0     Ath. Bilbao
2007-2008,26.01.2008,Sevilla       2,-,1     Osasuna
2007-2008,27.01.2008,R. Santander       2,-,2     Real Zaragoza
2007-2008,02.02.2008,Almeria       2,-,0     Real Madrid
2007-2008,03.02.2008,Real Zaragoza       1,-,0     Ath. Bilbao
2007-2008,09.02.2008,Murcia       0,-,1     Villarreal
2007-2008,10.02.2008,Osasuna       1,-,0     Real Zaragoza
2007-2008,16.02.2008,Real Betis       2,-,1     Real Madrid
2007-2008,17.02.2008,Levante       2,-,1     Osasuna
2007-2008,23.02.2008,Valencia       1,-,1     Huelva
2007-2008,24.02.2008,Osasuna       3,-,1     Atl. Madrid
2007-2008,01.03.2008,Atl. Madrid       4,-,2     Barcelona
2007-2008,02.03.2008,Levante       2,-,1     Real Zaragoza
2007-2008,08.03.2008,Real Madrid       2,-,1     Espanyol
2007-2008,09.03.2008,Sevilla       2,-,1     Levante
2007-2008,15.03.2008,Real Betis       1,-,2     Ath. Bilbao
2007-2008,16.03.2008,Villarreal       2,-,0     Real Zaragoza
2007-2008,22.03.2008,Mallorca       1,-,0     Deportivo
2007-2008,23.03.2008,Levante       1,-,2     Villarreal
2007-2008,29.03.2008,Real Betis       3,-,2     Barcelona
2007-2008,30.03.2008,Almeria       2,-,1     Levante
2007-2008,05.04.2008,Osasuna       0,-,1     Huelva
2007-2008,06.04.2008,Atl. Madrid       6,-,3     Almeria
2007-2008,12.04.2008,Valencia       1,-,2     R. Santander
2007-2008,13.04.2008,R. Valladolid       1,-,1     Atl. Madrid
2007-2008,19.04.2008,Atl. Madrid       1,-,3     Real Betis
2007-2008,20.04.2008,Villarreal       2,-,0     R. Valladolid
2007-2008,26.04.2008,Deportivo       2,-,0     Barcelona
2007-2008,27.04.2008,R. Valladolid       1,-,0     Almeria
2007-2008,03.05.2008,Atl. Madrid       3,-,0     Huelva
2007-2008,04.05.2008,Sevilla       2,-,0     R. Valladolid
2007-2008,07.05.2008,Real Betis       1,-,1     R. Valladolid
2007-2008,08.05.2008,Espanyol       0,-,2     Atl. Madrid
2007-2008,11.05.2008,Real Betis       0,-,2     Sevilla
2007-2008,17.05.2008,Murcia       3,-,5     Barcelona
2007-2008,18.05.2008,Getafe       1,-,1     Real Betis
2008-2009,30.08.2008,Espanyol       1,-,0     R. Valladolid
2008-2009,31.08.2008,Ath. Bilbao       1,-,3     Almeria
2008-2009,13.09.2008,R. Valladolid       2,-,1     Atl. Madrid
2008-2009,14.09.2008,Malaga       0,-,0     Ath. Bilbao
2008-2009,20.09.2008,Atl. Madrid       4,-,0     Huelva
2008-2009,21.09.2008,Almeria       1,-,0     Malaga
2008-2009,24.09.2008,Barcelona       3,-,2     Real Betis
2008-2009,25.09.2008,Malaga       0,-,2     Valencia
2008-2009,27.09.2008,Real Betis       1,-,2     Real Madrid
2008-2009,28.09.2008,Malaga       2,-,1     R. Valladolid
2008-2009,04.10.2008,Villarreal       2,-,1     Real Betis
2008-2009,05.10.2008,Huelva       0,-,4     Malaga
2008-2009,18.10.2008,Atl. Madrid       1,-,2     Real Madrid
2008-2009,19.10.2008,R. Valladolid       1,-,1     Huelva
2008-2009,25.10.2008,Osasuna       0,-,2     Real Betis
2008-2009,26.10.2008,Huelva       1,-,1     Valencia
2008-2009,01.11.2008,Malaga       1,-,4     Barcelona
2008-2009,02.11.2008,Huelva       1,-,1     Getafe
2008-2009,08.11.2008,Real Madrid       4,-,3     Malaga
2008-2009,09.11.2008,Villarreal       2,-,1     Almeria
2008-2009,15.11.2008,R. Valladolid       1,-,0     Real Madrid
2008-2009,16.11.2008,Getafe       0,-,2     Sevilla
2008-2009,22.11.2008,Real Madrid       1,-,0     Huelva
2008-2009,23.11.2008,Mallorca       2,-,2     Malaga
2008-2009,29.11.2008,Getafe       3,-,1     Real Madrid
2008-2009,30.11.2008,Huelva       1,-,2     Villarreal
2008-2009,06.12.2008,Villarreal       3,-,3     Getafe
2008-2009,07.12.2008,Mallorca       2,-,3     Huelva
2008-2009,13.12.2008,Valencia       2,-,1     Espanyol
2008-2009,14.12.2008,Getafe       4,-,1     Mallorca
2008-2009,20.12.2008,Real Madrid       1,-,0     Valencia
2008-2009,21.12.2008,Mallorca       0,-,0     Sevilla
2008-2009,03.01.2009,Barcelona       3,-,1     Mallorca
2008-2009,04.01.2009,Almeria       1,-,0     Real Betis
2008-2009,10.01.2009,Deportivo       1,-,3     Sevilla
2008-2009,11.01.2009,Mallorca       0,-,3     Real Madrid
2008-2009,17.01.2009,Barcelona       5,-,0     Deportivo
2008-2009,18.01.2009,Villarreal       2,-,0     Mallorca
2008-2009,24.01.2009,Villarreal       1,-,1     Osasuna
2008-2009,25.01.2009,Almeria       2,-,1     Ath. Bilbao
2008-2009,31.01.2009,Ath. Bilbao       3,-,2     Malaga
2008-2009,01.02.2009,Atl. Madrid       1,-,2     R. Valladolid
2008-2009,07.02.2009,Real Madrid       1,-,0     R. Santander
2008-2009,08.02.2009,Malaga       3,-,2     Almeria
2008-2009,14.02.2009,Real Betis       2,-,2     Barcelona
2008-2009,15.02.2009,Almeria       3,-,2     R. Valladolid
2008-2009,21.02.2009,Barcelona       1,-,2     Espanyol
2008-2009,22.02.2009,R. Valladolid       1,-,3     Malaga
2008-2009,28.02.2009,Ath. Bilbao       1,-,2     Sevilla
2008-2009,01.03.2009,Malaga       0,-,2     Huelva
2008-2009,07.03.2009,Barcelona       2,-,0     Ath. Bilbao
2008-2009,08.03.2009,Huelva       2,-,3     R. Valladolid
2008-2009,14.03.2009,Valencia       1,-,1     Huelva
2008-2009,15.03.2009,R. Valladolid       1,-,0     Getafe
2008-2009,21.03.2009,Villarreal       2,-,0     Ath. Bilbao
2008-2009,22.03.2009,Getafe       2,-,1     Huelva
2008-2009,04.04.2009,Huelva       0,-,1     Sevilla
2008-2009,05.04.2009,Atl. Madrid       2,-,4     Osasuna
2008-2009,11.04.2009,Barcelona       2,-,0     Huelva
2008-2009,12.04.2009,Real Madrid       2,-,0     R. Valladolid
2008-2009,18.04.2009,Getafe       0,-,1     Barcelona
2008-2009,19.04.2009,R. Valladolid       0,-,0     Villarreal
2008-2009,21.04.2009,Real Madrid       3,-,2     Getafe
2008-2009,22.04.2009,Osasuna       2,-,3     Malaga
2008-2009,23.04.2009,Villarreal       2,-,1     Huelva
2008-2009,25.04.2009,Malaga       1,-,1     Deportivo
2008-2009,26.04.2009,Getafe       1,-,2     Villarreal
2008-2009,02.05.2009,Real Madrid       2,-,6     Barcelona
2008-2009,03.05.2009,Mallorca       2,-,1     Getafe
2008-2009,09.05.2009,Sevilla       3,-,1     Mallorca
2008-2009,10.05.2009,Getafe       3,-,0     Osasuna
2008-2009,16.05.2009,Osasuna       0,-,0     Sevilla
2008-2009,17.05.2009,Numancia       1,-,0     Huelva
2008-2009,23.05.2009,Villarreal       3,-,1     Valencia
2008-2009,24.05.2009,Real Madrid       1,-,3     Mallorca
2008-2009,30.05.2009,Mallorca       2,-,3     Villarreal
2008-2009,31.05.2009,Numancia       0,-,2     Sevilla
2009-2010,29.08.2009,Real Madrid       3,-,2     Deportivo
2009-2010,30.08.2009,Ath. Bilbao       1,-,0     Espanyol
2009-2010,31.08.2009,Barcelona       3,-,0     Sporting Gijon
2009-2010,12.09.2009,Getafe       0,-,2     Barcelona
2009-2010,13.09.2009,Deportivo       1,-,0     Malaga
2009-2010,19.09.2009,Deportivo       2,-,3     Espanyol
2009-2010,20.09.2009,Ath. Bilbao       3,-,2     Villarreal
2009-2010,22.09.2009,Sevilla       2,-,0     Mallorca
2009-2010,23.09.2009,Espanyol       2,-,1     Malaga
2009-2010,24.09.2009,Sporting Gijon       1,-,1     Real Zaragoza
2009-2010,26.09.2009,Real Madrid       3,-,0     Tenerife
2009-2010,27.09.2009,Espanyol       0,-,0     Xerez
2009-2010,03.10.2009,Tenerife       0,-,1     Deportivo
2009-2010,04.10.2009,Xerez       1,-,1     Malaga
2009-2010,17.10.2009,Deportivo       1,-,0     Sevilla
2009-2010,18.10.2009,Xerez       2,-,1     Villarreal
2009-2010,24.10.2009,Atl. Madrid       1,-,1     Mallorca
2009-2010,25.10.2009,Villarreal       2,-,1     Malaga
2009-2010,31.10.2009,Real Madrid       2,-,0     Getafe
2009-2010,01.11.2009,Villarreal       5,-,0     Tenerife
2009-2010,07.11.2009,Tenerife       2,-,2     Malaga
2009-2010,08.11.2009,R. Valladolid       0,-,0     Xerez
2009-2010,21.11.2009,Tenerife       1,-,2     Sevilla
2009-2010,22.11.2009,Villarreal       3,-,1     R. Valladolid
2009-2010,28.11.2009,Sporting Gijon       1,-,0     Villarreal
2009-2010,29.11.2009,R. Valladolid       3,-,3     Tenerife
2009-2010,02.12.2009,Xerez       0,-,2     Barcelona
2009-2010,05.12.2009,Sevilla       1,-,1     R. Valladolid
2009-2010,06.12.2009,Tenerife       2,-,1     Sporting Gijon
2009-2010,12.12.2009,Real Zaragoza       1,-,2     Ath. Bilbao
2009-2010,13.12.2009,R. Valladolid       1,-,1     Malaga
2009-2010,19.12.2009,Ath. Bilbao       2,-,0     Osasuna
2009-2010,20.12.2009,R. Valladolid       2,-,1     Sporting Gijon
2009-2010,02.01.2010,Valencia       1,-,0     Espanyol
2009-2010,03.01.2010,Sporting Gijon       2,-,2     Malaga
2009-2010,09.01.2010,R. Valladolid       0,-,4     Atl. Madrid
2009-2010,10.01.2010,Sporting Gijon       1,-,0     Getafe
2009-2010,16.01.2010,Osasuna       2,-,0     Espanyol
2009-2010,17.01.2010,Malaga       1,-,0     Getafe
2009-2010,23.01.2010,Sevilla       1,-,0     Almeria
2009-2010,24.01.2010,Sporting Gijon       0,-,1     R. Santander
2009-2010,30.01.2010,Espanyol       1,-,0     Ath. Bilbao
2009-2010,31.01.2010,Xerez       2,-,1     Mallorca
2009-2010,06.02.2010,Valencia       2,-,0     R. Valladolid
2009-2010,07.02.2010,Malaga       0,-,0     Deportivo
2009-2010,13.02.2010,Sporting Gijon       1,-,1     Valencia
2009-2010,14.02.2010,Espanyol       2,-,0     Deportivo
2009-2010,15.02.2010,Tenerife       1,-,0     Mallorca
2009-2010,20.02.2010,Deportivo       2,-,1     Xerez
2009-2010,21.02.2010,Malaga       2,-,1     Espanyol
2009-2010,22.02.2010,Valencia       2,-,1     Getafe
2009-2010,27.02.2010,Getafe       0,-,2     Real Zaragoza
2009-2010,28.02.2010,Xerez       1,-,1     Espanyol
2009-2010,06.03.2010,Deportivo       3,-,1     Tenerife
2009-2010,07.03.2010,Malaga       2,-,4     Xerez
2009-2010,08.03.2010,Valencia       0,-,0     R. Santander
2009-2010,13.03.2010,Getafe       3,-,0     Mallorca
2009-2010,14.03.2010,Villarreal       2,-,0     Xerez
2009-2010,15.03.2010,Atl. Madrid       1,-,0     Osasuna
2009-2010,20.03.2010,Xerez       2,-,1     Tenerife
2009-2010,21.03.2010,Malaga       2,-,0     Villarreal
2009-2010,23.03.2010,Sporting Gijon       2,-,1     Deportivo
2009-2010,24.03.2010,Tenerife       2,-,2     Villarreal
2009-2010,25.03.2010,Getafe       2,-,4     Real Madrid
2009-2010,27.03.2010,Malaga       1,-,1     Tenerife
2009-2010,28.03.2010,Xerez       3,-,0     R. Valladolid
2009-2010,29.03.2010,Ath. Bilbao       4,-,3     R. Santander
2009-2010,03.04.2010,Real Zaragoza       2,-,0     Malaga
2009-2010,04.04.2010,R. Valladolid       0,-,2     Villarreal
2009-2010,10.04.2010,Malaga       1,-,2     Sevilla
2009-2010,11.04.2010,Deportivo       1,-,1     R. Santander
2009-2010,13.04.2010,R. Valladolid       2,-,1     Sevilla
2009-2010,14.04.2010,Atl. Madrid       1,-,2     Xerez
2009-2010,15.04.2010,Almeria       1,-,2     Real Madrid
2009-2010,17.04.2010,Sevilla       3,-,0     Sporting Gijon
2009-2010,18.04.2010,Malaga       0,-,0     R. Valladolid
2009-2010,19.04.2010,Mallorca       2,-,0     Osasuna
2009-2010,24.04.2010,Barcelona       3,-,1     Xerez
2009-2010,25.04.2010,Sporting Gijon       0,-,2     R. Valladolid
2009-2010,26.04.2010,Osasuna       0,-,0     Ath. Bilbao
2009-2010,01.05.2010,Malaga       1,-,1     Sporting Gijon
2009-2010,02.05.2010,Sevilla       3,-,1     Atl. Madrid
2009-2010,04.05.2010,Getafe       1,-,1     Sporting Gijon
2009-2010,05.05.2010,Atl. Madrid       3,-,1     R. Valladolid
2009-2010,08.05.2010,Getafe       2,-,1     Malaga
2009-2010,15.05.2010,Ath. Bilbao       2,-,0     Deportivo
2009-2010,16.05.2010,R. Santander       2,-,0     Sporting Gijon
2010-2011,28.08.2010,Hercules       0,-,1     Ath. Bilbao
2010-2011,29.08.2010,Deportivo       0,-,0     Real Zaragoza
2010-2011,30.08.2010,Atl. Madrid       4,-,0     Sporting Gijon
2010-2011,11.09.2010,Barcelona       0,-,2     Hercules
2010-2011,12.09.2010,Sporting Gijon       2,-,0     Mallorca
2010-2011,13.09.2010,Almeria       2,-,2     R. Sociedad
2010-2011,18.09.2010,Espanyol       1,-,0     Almeria
2010-2011,19.09.2010,Hercules       1,-,2     Valencia
2010-2011,20.09.2010,Deportivo       2,-,2     Getafe
2010-2011,21.09.2010,Ath. Bilbao       3,-,0     Mallorca
2010-2011,22.09.2010,Barcelona       1,-,0     Sporting Gijon
2010-2011,23.09.2010,Getafe       0,-,2     Malaga
2010-2011,25.09.2010,Sporting Gijon       0,-,2     Valencia
2010-2011,26.09.2010,R. Santander       0,-,1     Getafe
2010-2011,27.09.2010,Malaga       2,-,3     Villarreal
2010-2011,02.10.2010,Real Zaragoza       2,-,2     Sporting Gijon
2010-2011,03.10.2010,Sevilla       3,-,1     Atl. Madrid
2010-2011,16.10.2010,Atl. Madrid       2,-,0     Getafe
2010-2011,17.10.2010,R. Santander       1,-,0     Almeria
2010-2011,18.10.2010,Hercules       2,-,2     Villarreal
2010-2011,23.10.2010,Real Zaragoza       0,-,2     Barcelona
2010-2011,24.10.2010,Getafe       3,-,0     Sporting Gijon
2010-2011,25.10.2010,R. Sociedad       3,-,0     Deportivo
2010-2011,30.10.2010,Valencia       1,-,1     Real Zaragoza
2010-2011,31.10.2010,Sporting Gijon       1,-,1     Villarreal
2010-2011,01.11.2010,Mallorca       2,-,1     Levante
2010-2011,06.11.2010,R. Sociedad       1,-,0     R. Santander
2010-2011,07.11.2010,Real Zaragoza       3,-,2     Mallorca
2010-2011,08.11.2010,Sevilla       2,-,0     Valencia
2010-2011,13.11.2010,Ath. Bilbao       1,-,0     Almeria
2010-2011,14.11.2010,Real Zaragoza       1,-,2     Sevilla
2010-2011,20.11.2010,Villarreal       1,-,1     Valencia
2010-2011,21.11.2010,Osasuna       1,-,0     Sporting Gijon
2010-2011,22.11.2010,Getafe       1,-,1     Real Zaragoza
2010-2011,27.11.2010,Real Zaragoza       0,-,3     Villarreal
2010-2011,28.11.2010,Sporting Gijon       1,-,3     R. Sociedad
2010-2011,29.11.2010,Barcelona       5,-,0     Real Madrid
2010-2011,04.12.2010,Levante       2,-,0     Atl. Madrid
2010-2011,05.12.2010,Getafe       3,-,0     Mallorca
2010-2011,06.12.2010,Deportivo       1,-,0     Hercules
2010-2011,11.12.2010,Getafe       1,-,0     Villarreal
2010-2011,12.12.2010,Ath. Bilbao       2,-,1     Espanyol
2010-2011,13.12.2010,Valencia       3,-,3     Osasuna
2010-2011,18.12.2010,Villarreal       3,-,1     Mallorca
2010-2011,19.12.2010,Almeria       2,-,3     Getafe
2010-2011,20.12.2010,R. Santander       0,-,0     Hercules
2010-2011,02.01.2011,Ath. Bilbao       1,-,2     Deportivo
2010-2011,03.01.2011,Villarreal       2,-,0     Almeria
2010-2011,08.01.2011,Malaga       1,-,1     Ath. Bilbao
2010-2011,09.01.2011,Mallorca       4,-,1     Almeria
2010-2011,10.01.2011,Hercules       4,-,1     Atl. Madrid
2010-2011,15.01.2011,Villarreal       4,-,2     Osasuna
2010-2011,16.01.2011,Valencia       2,-,0     Deportivo
2010-2011,17.01.2011,Atl. Madrid       3,-,0     Mallorca
2010-2011,22.01.2011,Sevilla       4,-,1     Levante
2010-2011,23.01.2011,Sporting Gijon       1,-,0     Atl. Madrid
2010-2011,24.01.2011,Ath. Bilbao       3,-,0     Hercules
2010-2011,29.01.2011,Mallorca       0,-,4     Sporting Gijon
2010-2011,30.01.2011,Atl. Madrid       0,-,2     Ath. Bilbao
2010-2011,31.01.2011,R. Santander       1,-,1     Valencia
2010-2011,05.02.2011,Ath. Bilbao       3,-,0     Sporting Gijon
2010-2011,06.02.2011,Sevilla       0,-,0     Malaga
2010-2011,12.02.2011,Atl. Madrid       1,-,2     Valencia
2010-2011,13.02.2011,Hercules       2,-,1     Real Zaragoza
2010-2011,14.02.2011,Mallorca       1,-,0     Ath. Bilbao
2010-2011,19.02.2011,Valencia       0,-,0     Sporting Gijon
2010-2011,20.02.2011,Getafe       0,-,1     R. Santander
2010-2011,21.02.2011,R. Sociedad       1,-,0     Mallorca
2010-2011,26.02.2011,Sporting Gijon       0,-,0     Real Zaragoza
2010-2011,27.02.2011,Hercules       0,-,0     Getafe
2010-2011,28.02.2011,Malaga       3,-,1     Almeria
